w	d	t_history	r_history	delta_t	p_recall	total_cnt
meridian	9	0	0	1	0.4571	210
mermaid	3	0	0	1	0.7859	355
merriment	6	0	0	1	0.6108	537
mesmerise	9	0	0	1	0.475	200
mess	5	0	0	1	0.6719	5653
message	4	0	0	1	0.7008	1945
messenger	2	0	0	1	0.821	2347
messy	5	0	0	1	0.659	1349
metabolic	8	0	0	1	0.547	468
metallurgy	9	0	0	1	0.4879	1734
metamorphose	9	0	0	1	0.4954	109
metaphor	10	0	0	1	0.4031	7063
metaphorical	8	0	0	1	0.5314	685
metaphysical	8	0	0	1	0.5492	2797
meteor	8	0	0	1	0.5259	424
meteorite	10	0	0	1	0.3743	561
meteorology	7	0	0	1	0.5695	748
methane	6	0	0	1	0.6073	1207
methodical	7	0	0	1	0.5581	921
methodically	4	0	0	1	0.7013	636
methodology	2	0	0	1	0.8145	3116
metro	8	0	0	1	0.5121	1650
metropolitan	8	0	0	1	0.534	6931
mettle	10	0	0	1	0.4286	175
mice	3	0	0	1	0.7746	874
microbiologist	2	0	0	1	0.8342	199
microcosm	2	0	0	1	0.8191	398
microorganism	2	0	0	1	0.8281	192
microphone	1	0	0	1	0.8881	2217
microscope	3	0	0	1	0.7757	3866
microscopic	2	0	0	1	0.8187	546
microwavable	2	0	0	1	0.8133	300
mid	2	0	0	1	0.8246	114
midday	1	0	0	1	0.8967	687
middle	3	0	0	1	0.7963	1178
midst	2	0	0	1	0.8389	3892
midweek	1	0	0	1	0.9901	101
midwife	2	0	0	1	0.8278	807
might	4	0	0	1	0.7152	2549
mightily	5	0	0	1	0.6986	438
mighty	6	0	0	1	0.6311	1442
migrate	6	0	0	1	0.6235	8681
migration	4	0	0	1	0.7152	3181
mild	5	0	0	1	0.6694	6690
militancy	7	0	0	1	0.5916	262
militantly	5	0	0	1	0.6911	437
military	7	0	0	1	0.5522	10596
militia	8	0	0	1	0.5446	1032
milky	1	0	0	1	0.9196	336
millennial	4	0	0	1	0.7038	2242
millennials	4	0	0	1	0.7368	152
millennium	5	0	0	1	0.6771	4292
millet	5	0	0	1	0.6888	241
millimeter	1	0	0	1	0.9179	2096
millimetre	1	0	0	1	0.9083	1516
millionaire	1	0	0	1	0.9065	2010
millipede	4	0	0	1	0.7155	239
millisecond	1	0	0	1	0.9347	199
mimic	3	0	0	1	0.754	874
mince	8	0	0	1	0.5134	448
mind	4	0	0	1	0.7016	2792
mindful	6	0	0	1	0.6108	167
mindless	3	0	0	1	0.7524	416
mine	2	0	0	1	0.8121	3406
mingle	9	0	0	1	0.4861	6106
miniature	4	0	0	1	0.7148	5003
miniaturization	2	0	0	1	0.8249	474
minibus	1	0	0	1	0.9523	419
minimal	1	0	0	1	0.8611	1526
minimalism	2	0	0	1	0.8173	104
minimalist	4	0	0	1	0.7126	1364
mining	4	0	0	1	0.7323	1300
miniskirt	1	0	0	1	0.9194	434
minister	4	0	0	1	0.7074	6405
minority	6	0	0	1	0.6057	8792
mint	7	0	0	1	0.5509	1031
minuscule	3	0	0	1	0.7523	218
minute	2	0	0	1	0.8118	2327
miracle	8	0	0	1	0.5257	6228
mire	9	0	0	1	0.4518	571
mirth	6	0	0	1	0.6248	517
misadventure	3	0	0	1	0.7868	258
misapply	3	0	0	1	0.7879	132
misapprehend	1	0	0	1	0.8689	122
misappropriate	5	0	0	1	0.6667	288
miscarriage	6	0	0	1	0.6038	260
miscellaneous	8	0	0	1	0.513	887
misconception	3	0	0	1	0.7684	1386
misconduct	6	0	0	1	0.6148	514
misdeed	7	0	0	1	0.5892	1144
miserly	6	0	0	1	0.6203	187
misery	7	0	0	1	0.5857	6690
misfit	2	0	0	1	0.8426	108
misguided	3	0	0	1	0.7769	1318
mishandle	3	0	0	1	0.7719	285
mishap	7	0	0	1	0.5848	525
misleading	1	0	0	1	0.8639	889
mismatch	4	0	0	1	0.7348	841
mismatched	4	0	0	1	0.7171	152
misplaced	3	0	0	1	0.7794	621
miss	1	0	0	1	0.8939	556
missile	7	0	0	1	0.5629	7333
missing	2	0	0	1	0.8248	1707
mission	7	0	0	1	0.576	8588
missionary	8	0	0	1	0.5288	4469
mist	7	0	0	1	0.5824	6305
mister	4	0	0	1	0.742	849
mistook	3	0	0	1	0.8	210
mistreat	3	0	0	1	0.7872	343
mistrust	3	0	0	1	0.7534	223
mistrusted	4	0	0	1	0.7438	203
misty	5	0	0	1	0.6599	644
misunderstanding	1	0	0	1	0.8564	599
misunderstood	2	0	0	1	0.8462	169
misuse	4	0	0	1	0.7499	3970
mitigate	9	0	0	1	0.458	1107
mix	2	0	0	1	0.8333	1830
mixed	1	0	0	1	0.8701	408
mixer	1	0	0	1	0.8742	302
mob	8	0	0	1	0.5061	4920
mobilise	6	0	0	1	0.6336	2718
mockery	5	0	0	1	0.6575	438
mode	4	0	0	1	0.708	6280
model	1	0	0	1	0.8601	1866
modern	3	0	0	1	0.7789	2578
modernisation	1	0	0	1	0.8502	1242
modernise	2	0	0	1	0.8204	412
modernism	2	0	0	1	0.838	463
modernization	1	0	0	1	0.852	1730
modesty	4	0	0	1	0.7484	2210
modicum	7	0	0	1	0.5537	177
modifier	8	0	0	1	0.5301	532
modify	8	0	0	1	0.5453	9554
modish	7	0	0	1	0.5552	317
mogul	7	0	0	1	0.5641	117
moisture	7	0	0	1	0.5644	7153
moisturise	2	0	0	1	0.8056	108
moisturize	5	0	0	1	0.6714	140
moisturizer	5	0	0	1	0.695	318
mole	9	0	0	1	0.4892	278
molecular	7	0	0	1	0.5752	3190
molest	8	0	0	1	0.5246	406
mollify	7	0	0	1	0.5525	467
mollusk	8	0	0	1	0.513	115
molten	5	0	0	1	0.6871	505
moment	5	0	0	1	0.6997	2188
mommy	1	0	0	1	0.9019	214
monarchy	6	0	0	1	0.6443	4439
monastery	10	0	0	1	0.4389	606
monetary	4	0	0	1	0.7434	7190
money	1	0	0	1	0.9302	172
mongrel	9	0	0	1	0.4907	216
monochrome	5	0	0	1	0.6744	215
monogamous	5	0	0	1	0.6861	137
monolingual	1	0	0	1	0.86	150
monolith	6	0	0	1	0.6483	236
monolithic	5	0	0	1	0.6667	291
monolog	6	0	0	1	0.6164	159
monopolise	5	0	0	1	0.6799	328
monopoly	6	0	0	1	0.6168	8445
monotony	8	0	0	1	0.5285	1105
monsoon	4	0	0	1	0.7264	519
monstrous	6	0	0	1	0.6467	934
monthly	1	0	0	1	0.9297	640
monumental	8	0	0	1	0.5437	2321
mood	3	0	0	1	0.7519	4280
moola	7	0	0	1	0.581	1124
moon	2	0	0	1	0.8328	646
moonlighting	2	0	0	1	0.8174	115
mop	6	0	0	1	0.6014	2298
morale	10	0	0	1	0.4373	1898
morality	5	0	0	1	0.6826	4468
mordant	10	0	0	1	0.3901	182
more	4	0	0	1	0.7021	517
mores	7	0	0	1	0.5913	345
moribund	10	0	0	1	0.3696	744
morning	2	0	0	1	0.8492	179
morose	8	0	0	1	0.5097	155
morph	7	0	0	1	0.5743	101
morphine	3	0	0	1	0.7645	964
morsel	8	0	0	1	0.5351	114
mortar	10	0	0	1	0.4233	300
mortgage	10	0	0	1	0.4339	11169
mortuary	9	0	0	1	0.5	214
mosque	7	0	0	1	0.5944	286
mosquito	5	0	0	1	0.6957	4991
moss	7	0	0	1	0.5656	2956
most	4	0	0	1	0.7091	636
mostly	3	0	0	1	0.7546	2482
motherly	1	0	0	1	0.9626	107
motion	6	0	0	1	0.6125	9980
motivate	7	0	0	1	0.5974	6858
motive	4	0	0	1	0.7245	5598
motley	8	0	0	1	0.513	423
motorist	5	0	0	1	0.6512	1548
motorway	1	0	0	1	0.8855	952
motto	6	0	0	1	0.6489	1746
mouldy	5	0	0	1	0.6624	465
mound	6	0	0	1	0.6366	443
mount	4	0	0	1	0.7147	7165
mountain	3	0	0	1	0.7851	1084
mourn	7	0	0	1	0.5651	5378
mournfully	5	0	0	1	0.6684	1146
moustache	6	0	0	1	0.6433	1085
mouthful	1	0	0	1	0.8639	382
move	3	0	0	1	0.7851	926
movement	5	0	0	1	0.6989	3779
movie	1	0	0	1	0.8806	578
moving	1	0	0	1	0.8537	164
muck	6	0	0	1	0.6237	396
muddy	4	0	0	1	0.7453	1433
muffin	5	0	0	1	0.6904	197
muffle	10	0	0	1	0.4354	542
mule	10	0	0	1	0.4189	2115
mulish	10	0	0	1	0.3778	135
multicultural	2	0	0	1	0.8199	272
multiform	7	0	0	1	0.6	405
multimedia	2	0	0	1	0.8342	561
multinational	4	0	0	1	0.7339	4638
multinationals	4	0	0	1	0.7315	406
multiple	6	0	0	1	0.6097	9953
multiplication	5	0	0	1	0.686	500
multiplicity	5	0	0	1	0.6785	339
multiply	6	0	0	1	0.635	7494
multiracial	8	0	0	1	0.5195	410
multitask	1	0	0	1	0.8586	396
multitude	8	0	0	1	0.5272	6529
mumble	5	0	0	1	0.6798	356
mummy	1	0	0	1	0.8861	439
mundane	10	0	0	1	0.4277	2740
mundanity	10	0	0	1	0.4094	127
municipality	8	0	0	1	0.5111	1622
mural	8	0	0	1	0.5249	421
murder	6	0	0	1	0.6358	4709
murderous	5	0	0	1	0.6657	341
murky	8	0	0	1	0.5382	680
murmur	2	0	0	1	0.8396	4619
muscle	4	0	0	1	0.7161	4846
muscular	3	0	0	1	0.7943	2966
muse	3	0	0	1	0.7743	288
museum	2	0	0	1	0.8208	1869
mushroom	3	0	0	1	0.7834	3744
music	1	0	0	1	0.8563	160
musical	1	0	0	1	0.925	667
musician	1	0	0	1	0.9005	814
musk	6	0	0	1	0.6118	170
mussel	9	0	0	1	0.4981	265
must	5	0	0	1	0.6994	489
musty	5	0	0	1	0.6667	129
mutable	6	0	0	1	0.6099	141
mute	8	0	0	1	0.5172	6067
muted	6	0	0	1	0.6096	251
mutinous	10	0	0	1	0.2683	123
mutter	7	0	0	1	0.5508	4944
mutton	4	0	0	1	0.7078	2296
mutual	9	0	0	1	0.4764	9843
muzzle	8	0	0	1	0.5181	359
myopia	5	0	0	1	0.6911	123
myself	1	0	0	1	0.9098	133
mystery	3	0	0	1	0.7734	4585
mythical	3	0	0	1	0.7584	2140
nadir	6	0	0	1	0.6198	192
naissance	6	0	0	1	0.6078	102
naked	5	0	0	1	0.659	6810
namesake	1	0	0	1	0.8587	184
nappy	4	0	0	1	0.75	204
narcissus	7	0	0	1	0.5714	196
narcotic	10	0	0	1	0.3488	324
narrate	8	0	0	1	0.5426	2044
nasty	6	0	0	1	0.6005	10029
nation	1	0	0	1	0.8672	1641
nationalisation	1	0	0	1	0.8603	136
nationalise	1	0	0	1	0.8837	129
nationality	2	0	0	1	0.8155	2938
nationally	3	0	0	1	0.7858	551
nationwide	1	0	0	1	0.8671	4363
native	4	0	0	1	0.7256	5823
naturalise	3	0	0	1	0.7826	115
naturalist	1	0	0	1	0.8809	613
naturalistic	3	0	0	1	0.7869	779
naturalize	3	0	0	1	0.7674	301
naughty	6	0	0	1	0.6284	4529
nausea	8	0	0	1	0.5302	496
nauseate	6	0	0	1	0.6139	101
nauseous	8	0	0	1	0.5347	101
nautical	10	0	0	1	0.4301	772
naval	5	0	0	1	0.6608	6692
navigation	7	0	0	1	0.5596	5561
navy	4	0	0	1	0.7091	5166
nearby	1	0	0	1	0.8599	1520
nebula	8	0	0	1	0.5273	110
nebulous	8	0	0	1	0.51	349
necessarily	5	0	0	1	0.6987	2340
necklace	1	0	0	1	0.887	2284
needless	1	0	0	1	0.8784	148
needy	5	0	0	1	0.6856	4405
nefarious	10	0	0	1	0.4091	154
negligence	6	0	0	1	0.6076	1106
negotiable	7	0	0	1	0.5729	569
neighbor	2	0	0	1	0.8281	669
neighbourhood	2	0	0	1	0.8487	714
neolithic	5	0	0	1	0.6949	118
nepotism	9	0	0	1	0.4955	111
nestle	6	0	0	1	0.636	478
net	3	0	0	1	0.797	3532
netball	1	0	0	1	0.8934	122
neurologist	3	0	0	1	0.7667	673
neurology	5	0	0	1	0.6555	1646
neuroscientist	2	0	0	1	0.8471	2492
neurotic	5	0	0	1	0.6955	243
neutrality	5	0	0	1	0.673	1792
neutralize	7	0	0	1	0.5586	1083
never	4	0	0	1	0.7188	473
new	2	0	0	1	0.8455	246
newly	1	0	0	1	0.9038	208
newlywed	2	0	0	1	0.8254	126
news	1	0	0	1	0.9149	329
newsagent	3	0	0	1	0.7529	174
newsletter	4	0	0	1	0.7481	3458
newspaper	1	0	0	1	0.9189	333
newsroom	1	0	0	1	0.9244	1535
newsworthy	1	0	0	1	0.8565	230
next	3	0	0	1	0.77	413
nexus	8	0	0	1	0.5276	127
niche	8	0	0	1	0.5201	723
nicotine	3	0	0	1	0.796	451
niece	4	0	0	1	0.7178	5007
niggle	10	0	0	1	0.4441	376
nigh	6	0	0	1	0.64	150
nightclub	1	0	0	1	0.9625	160
nightfall	2	0	0	1	0.8279	610
nightgown	3	0	0	1	0.7787	122
nimble	9	0	0	1	0.4656	610
nine	1	0	0	1	0.9107	168
nipple	4	0	0	1	0.7134	164
nirvana	6	0	0	1	0.6151	239
nobility	5	0	0	1	0.679	3925
noble	7	0	0	1	0.5858	8627
nobody	1	0	0	1	0.8714	280
node	6	0	0	1	0.641	234
noise	2	0	0	1	0.8078	1592
noisiness	2	0	0	1	0.8427	248
noisy	2	0	0	1	0.8038	1040
nomad	6	0	0	1	0.6366	410
nominate	10	0	0	1	0.4384	6602
nomination	7	0	0	1	0.5564	532
noncommittal	9	0	0	1	0.4611	321
nonconformity	5	0	0	1	0.6754	114
nondurable	6	0	0	1	0.6241	282
nonentity	6	0	0	1	0.6029	136
nonparent	1	0	0	1	0.9338	151
nonplus	7	0	0	1	0.5634	142
noodle	1	0	0	1	0.8531	490
noodles	2	0	0	1	0.8125	144
noon	1	0	0	1	0.9222	1196
normal	4	0	0	1	0.7423	2216
normalisation	3	0	0	1	0.7989	1248
normalise	3	0	0	1	0.7703	222
normalization	3	0	0	1	0.7871	1959
normally	3	0	0	1	0.7632	1208
north	2	0	0	1	0.8188	960
northeast	1	0	0	1	0.912	682
northern	1	0	0	1	0.8817	668
northwest	1	0	0	1	0.9064	438
nose	1	0	0	1	0.8507	1145
nosedive	8	0	0	1	0.5376	186
nostalgia	8	0	0	1	0.5004	2332
nostalgic	10	0	0	1	0.4266	4412
nosy	7	0	0	1	0.5893	599
notable	5	0	0	1	0.6737	4588
notably	7	0	0	1	0.5756	2599
notebook	1	0	0	1	0.9435	425
noted	3	0	0	1	0.7727	220
noteworthy	3	0	0	1	0.767	1798
nothing	2	0	0	1	0.8235	561
notice	6	0	0	1	0.6302	2442
noticeable	5	0	0	1	0.688	2058
notification	3	0	0	1	0.7521	831
notion	7	0	0	1	0.5567	10926
notional	10	0	0	1	0.3771	594
notoriety	7	0	0	1	0.5888	895
nought	3	0	0	1	0.7718	298
novel	3	0	0	1	0.7893	3028
novelist	1	0	0	1	0.8811	917
novelty	5	0	0	1	0.6925	6189
novice	8	0	0	1	0.543	1011
nowhere	1	0	0	1	0.8629	3529
noxious	5	0	0	1	0.6883	616
nuance	8	0	0	1	0.5171	615
nuclear	5	0	0	1	0.6824	6020
nudge	10	0	0	1	0.3923	4826
nudity	6	0	0	1	0.6139	606
nuisance	10	0	0	1	0.4324	9319
null	3	0	0	1	0.7961	103
numb	6	0	0	1	0.6015	4801
number	1	0	0	1	0.8877	579
numeral	3	0	0	1	0.7823	147
numeric	2	0	0	1	0.8017	116
numerous	5	0	0	1	0.6953	7649
numinous	10	0	0	1	0.4048	168
nun	5	0	0	1	0.681	210
nursing	3	0	0	1	0.7763	532
nurture	6	0	0	1	0.6381	7027
nut	6	0	0	1	0.6443	3517
nutrition	5	0	0	1	0.6899	5704
nutritional	4	0	0	1	0.7254	142
nutritious	5	0	0	1	0.6739	1110
nuts	5	0	0	1	0.6887	726
nymph	6	0	0	1	0.6146	205
obedience	5	0	0	1	0.6862	3375
obeisance	8	0	0	1	0.5068	148
obese	4	0	0	1	0.7463	2274
obesity	6	0	0	1	0.6224	7334
obey	5	0	0	1	0.6802	2971
object	4	0	0	1	0.7394	6081
objective	4	0	0	1	0.7433	6125
objectively	1	0	0	1	0.8755	273
objectivity	3	0	0	1	0.7986	1748
obligate	5	0	0	1	0.6532	222
obligation	8	0	0	1	0.5174	10426
oblige	10	0	0	1	0.4435	11816
obliging	5	0	0	1	0.6517	178
oblivion	10	0	0	1	0.4236	314
oblivious	7	0	0	1	0.5505	554
obnoxious	9	0	0	1	0.4737	209
oboe	7	0	0	1	0.5549	182
obscene	9	0	0	1	0.4909	1536
obsequious	10	0	0	1	0.4278	180
observance	6	0	0	1	0.6135	207
observation	5	0	0	1	0.6538	4584
observe	6	0	0	1	0.6143	6541
obsessive	7	0	0	1	0.5544	395
obsolescence	9	0	0	1	0.4876	121
obsolescent	8	0	0	1	0.512	125
obsolete	10	0	0	1	0.3967	6474
obstacle	9	0	0	1	0.497	11439
obstinacy	9	0	0	1	0.4825	114
obstinate	10	0	0	1	0.381	756
obstreperous	10	0	0	1	0.2733	150
obstruction	5	0	0	1	0.6539	2777
obtrude	9	0	0	1	0.4684	190
obtrusive	10	0	0	1	0.4	175
obtuse	8	0	0	1	0.5106	188
obviate	10	0	0	1	0.4365	181
occasional	6	0	0	1	0.624	4075
occasionally	6	0	0	1	0.6243	3561
occupancy	4	0	0	1	0.7028	535
occupant	4	0	0	1	0.7059	442
occupational	5	0	0	1	0.6611	596
oceanic	1	0	0	1	0.8794	315
oddity	5	0	0	1	0.6575	473
odds	7	0	0	1	0.5806	10881
odium	10	0	0	1	0.4434	106
off	3	0	0	1	0.7815	1135
offence	7	0	0	1	0.5683	1617
offend	7	0	0	1	0.5796	7105
offender	5	0	0	1	0.6793	661
offense	8	0	0	1	0.5426	2580
offering	5	0	0	1	0.6687	1331
offhand	7	0	0	1	0.583	446
officially	2	0	0	1	0.8333	216
offish	8	0	0	1	0.5407	135
offset	8	0	0	1	0.5036	7428
offshore	5	0	0	1	0.679	1028
offspring	4	0	0	1	0.7273	7613
often	5	0	0	1	0.6716	670
oftentimes	1	0	0	1	0.9224	683
oilfield	1	0	0	1	0.8765	324
ointment	6	0	0	1	0.6373	488
okay	1	0	0	1	0.9409	186
olfactory	7	0	0	1	0.5638	243
omelet	6	0	0	1	0.6278	180
omelette	7	0	0	1	0.588	631
omen	7	0	0	1	0.5839	310
ominous	10	0	0	1	0.4233	652
omnipotent	7	0	0	1	0.5781	192
omnivore	10	0	0	1	0.3521	1227
once	1	0	0	1	0.8728	676
oncologist	6	0	0	1	0.6169	154
onerous	10	0	0	1	0.4325	1919
only	3	0	0	1	0.7837	416
onomatopoeia	7	0	0	1	0.5944	143
onslaught	9	0	0	1	0.4661	1152
onto	1	0	0	1	0.8804	1605
onward	3	0	0	1	0.7604	1711
opacity	7	0	0	1	0.5521	192
opal	5	0	0	1	0.6502	283
openly	2	0	0	1	0.8117	308
operate	5	0	0	1	0.6815	4016
operation	5	0	0	1	0.6667	4051
operator	3	0	0	1	0.7612	5005
opinionated	5	0	0	1	0.6845	206
opportunity	6	0	0	1	0.6246	3458
oppose	4	0	0	1	0.7162	6251
opposed	3	0	0	1	0.7816	293
opposing	2	0	0	1	0.827	422
oppressive	8	0	0	1	0.5455	3010
optical	9	0	0	1	0.4862	6859
optics	6	0	0	1	0.6461	647
optimistic	5	0	0	1	0.6944	4614
optimization	9	0	0	1	0.4954	109
optimize	6	0	0	1	0.6381	1238
option	4	0	0	1	0.7221	5384
optional	6	0	0	1	0.6432	4213
opulence	8	0	0	1	0.5067	373
opus	8	0	0	1	0.5362	138
or	1	0	0	1	0.8571	364
oracle	9	0	0	1	0.4664	804
oral	7	0	0	1	0.5962	6499
oratorio	10	0	0	1	0.3679	106
orbit	8	0	0	1	0.5368	7064
orchestra	7	0	0	1	0.5614	6959
orchestral	4	0	0	1	0.7094	733
orchestrate	5	0	0	1	0.682	783
orchid	7	0	0	1	0.5655	359
ordain	9	0	0	1	0.4734	395
ordeal	10	0	0	1	0.4026	2176
orderly	4	0	0	1	0.7023	3846
ordinate	6	0	0	1	0.6279	129
organic	4	0	0	1	0.715	6731
organisational	1	0	0	1	0.8725	149
organize	3	0	0	1	0.7579	2288
organized	1	0	0	1	0.858	162
orgasm	4	0	0	1	0.75	228
orientate	5	0	0	1	0.6722	485
originate	3	0	0	1	0.7592	4028
ornate	6	0	0	1	0.627	1252
orthodox	9	0	0	1	0.4521	6954
orthodoxy	4	0	0	1	0.7321	209
oscillate	10	0	0	1	0.4274	234
oscillation	10	0	0	1	0.4071	312
osmosis	9	0	0	1	0.4608	102
ossify	5	0	0	1	0.6791	134
ostensible	9	0	0	1	0.4868	189
ostentation	10	0	0	1	0.3791	153
ostracize	10	0	0	1	0.3558	163
ought	4	0	0	1	0.7167	4465
ounce	4	0	0	1	0.7252	5146
oust	9	0	0	1	0.4649	1125
outage	9	0	0	1	0.4512	1239
outbreak	5	0	0	1	0.6927	4976
outcome	4	0	0	1	0.72	8135
outcry	7	0	0	1	0.5776	1257
outdate	1	0	0	1	0.8562	292
outdo	4	0	0	1	0.7192	349
outdoor	1	0	0	1	0.9337	588
outdoors	1	0	0	1	0.9021	582
outer	3	0	0	1	0.7656	4480
outgas	1	0	0	1	0.8879	116
outgoing	2	0	0	1	0.8092	849
outlandish	6	0	0	1	0.6053	451
outlaw	3	0	0	1	0.7853	1290
outlay	8	0	0	1	0.507	862
outlet	6	0	0	1	0.6352	8506
outline	3	0	0	1	0.7605	9145
outlying	7	0	0	1	0.5947	190
outmode	5	0	0	1	0.6841	820
outmoded	3	0	0	1	0.7628	312
outrage	8	0	0	1	0.5465	7208
outraged	4	0	0	1	0.7181	149
outreach	5	0	0	1	0.6833	600
outright	4	0	0	1	0.7071	577
outsell	2	0	0	1	0.8398	206
outset	7	0	0	1	0.5964	8181
outside	2	0	0	1	0.8193	902
outsize	1	0	0	1	0.8773	269
outskirt	6	0	0	1	0.6289	159
outstanding	5	0	0	1	0.6863	4730
outstrip	5	0	0	1	0.6692	266
ovary	8	0	0	1	0.5287	1360
ovation	10	0	0	1	0.3716	218
over	2	0	0	1	0.8309	952
overarch	5	0	0	1	0.6748	123
overblow	5	0	0	1	0.6609	348
overburdened	4	0	0	1	0.74	627
overcharge	5	0	0	1	0.693	1596
overcrowd	1	0	0	1	0.8655	119
overdo	2	0	0	1	0.8121	463
overdose	4	0	0	1	0.7022	601
overfill	1	0	0	1	0.8813	160
overfish	1	0	0	1	0.8784	370
overflow	4	0	0	1	0.7013	4664
overgraze	4	0	0	1	0.7481	266
overhaul	10	0	0	1	0.4498	7174
overheated	4	0	0	1	0.7455	334
overindulgence	4	0	0	1	0.7358	106
overjoyed	2	0	0	1	0.8083	266
overlap	5	0	0	1	0.6662	8465
overlapping	1	0	0	1	0.8729	291
overleaf	4	0	0	1	0.7261	157
overlie	3	0	0	1	0.7951	288
overlook	2	0	0	1	0.8065	7975
overlooked	2	0	0	1	0.8496	379
overly	3	0	0	1	0.753	931
overpaid	3	0	0	1	0.7619	105
overrate	4	0	0	1	0.7498	1079
overreact	2	0	0	1	0.8469	196
overreaction	1	0	0	1	0.8725	204
overriding	7	0	0	1	0.5756	615
overrun	5	0	0	1	0.6711	301
oversaw	5	0	0	1	0.69	100
overshadow	3	0	0	1	0.7601	3781
oversimplify	1	0	0	1	0.9009	212
overstaff	3	0	0	1	0.7686	121
overt	10	0	0	1	0.4317	5722
overtax	2	0	0	1	0.8438	128
overthrow	6	0	0	1	0.6204	5698
overtime	1	0	0	1	0.8664	2657
overtly	8	0	0	1	0.5314	621
overturn	3	0	0	1	0.7604	6015
overuse	1	0	0	1	0.9088	373
overvalue	2	0	0	1	0.8311	906
overweening	9	0	0	1	0.4759	145
overwhelm	7	0	0	1	0.5619	9005
overwhelmed	7	0	0	1	0.5543	184
overwrought	6	0	0	1	0.6138	189
ovum	6	0	0	1	0.6178	259
owl	3	0	0	1	0.7543	3821
own	2	0	0	1	0.8173	1861
owner	1	0	0	1	0.8549	1365
ox	2	0	0	1	0.8453	2728
oxen	2	0	0	1	0.8482	257
oxide	1	0	0	1	0.89	2173
oxidize	1	0	0	1	0.8873	284
oxygen	1	0	0	1	0.8804	1731
oxytocin	6	0	0	1	0.605	805
oyster	6	0	0	1	0.6476	454
ozone	4	0	0	1	0.7134	5932
pace	5	0	0	1	0.6691	7914
pacific	8	0	0	1	0.5207	1135
pack	4	0	0	1	0.7283	5080
package	1	0	0	1	0.8558	2983
packet	4	0	0	1	0.7381	3200
padlock	2	0	0	1	0.8352	182
paean	9	0	0	1	0.482	139
paediatrics	9	0	0	1	0.4846	390
pagan	8	0	0	1	0.5054	368
page	3	0	0	1	0.7615	1501
pageant	9	0	0	1	0.4918	368
pagoda	6	0	0	1	0.6126	475
pail	9	0	0	1	0.4608	2346
pain	5	0	0	1	0.6526	2576
painful	3	0	0	1	0.7613	2501
painkiller	1	0	0	1	0.9231	117
painlessly	2	0	0	1	0.8341	229
painstaking	5	0	0	1	0.6511	1582
painstakingly	9	0	0	1	0.4806	749
painting	2	0	0	1	0.8333	1104
pair	3	0	0	1	0.7801	2783
pal	2	0	0	1	0.8017	459
palace	4	0	0	1	0.7054	5210
palatal	7	0	0	1	0.5714	147
palliate	10	0	0	1	0.4402	761
palpable	10	0	0	1	0.4288	646
pamper	10	0	0	1	0.3933	778
panacea	6	0	0	1	0.6077	520
pancreas	10	0	0	1	0.3769	398
pancreatic	8	0	0	1	0.5413	109
panda	1	0	0	1	0.8879	437
pane	9	0	0	1	0.4972	352
panel	8	0	0	1	0.5136	9908
panic	8	0	0	1	0.5265	8976
panicked	5	0	0	1	0.6667	198
panoramic	8	0	0	1	0.5456	526
pantomime	9	0	0	1	0.4622	331
pants	5	0	0	1	0.6871	3074
paper	3	0	0	1	0.7864	782
paperback	2	0	0	1	0.8046	4641
paperwork	1	0	0	1	0.9212	419
parable	8	0	0	1	0.5052	289
paradise	7	0	0	1	0.5837	5446
paraffin	10	0	0	1	0.4451	164
paragliding	6	0	0	1	0.6068	206
paragon	6	0	0	1	0.6023	264
paragraph	2	0	0	1	0.8185	3575
parallel	4	0	0	1	0.7024	7669
paralyse	7	0	0	1	0.5667	3656
paralysis	6	0	0	1	0.6139	4965
paralytic	3	0	0	1	0.7658	111
paramedic	7	0	0	1	0.558	138
parameter	9	0	0	1	0.4711	5343
paramilitary	2	0	0	1	0.8088	204
paranormal	5	0	0	1	0.6984	126
paraphrase	9	0	0	1	0.4666	4831
parasite	9	0	0	1	0.4858	5869
parcel	8	0	0	1	0.51	7812
pardon	7	0	0	1	0.5942	4041
parent	3	0	0	1	0.7885	837
parentage	4	0	0	1	0.7151	179
parental	1	0	0	1	0.8852	1673
parenthesis	7	0	0	1	0.5761	335
parenthetical	7	0	0	1	0.5969	129
parenthood	1	0	0	1	0.8537	1688
parish	10	0	0	1	0.4	1010
park	2	0	0	1	0.8006	1078
parlour	10	0	0	1	0.4324	259
parochial	10	0	0	1	0.3791	211
parody	9	0	0	1	0.4815	432
parry	10	0	0	1	0.4372	366
parsimony	10	0	0	1	0.422	109
parsley	8	0	0	1	0.5179	168
parson	7	0	0	1	0.5912	159
part	4	0	0	1	0.7126	1482
partake	4	0	0	1	0.7453	267
partial	5	0	0	1	0.6955	5881
partiality	5	0	0	1	0.6531	1006
partially	3	0	0	1	0.7888	999
participant	4	0	0	1	0.7244	4148
participate	5	0	0	1	0.6695	4872
participation	3	0	0	1	0.7881	1043
particle	8	0	0	1	0.5102	9885
particularism	5	0	0	1	0.6708	161
particularly	5	0	0	1	0.6866	3178
parting	3	0	0	1	0.7788	113
partisan	8	0	0	1	0.5263	1351
partly	3	0	0	1	0.798	2411
partner	3	0	0	1	0.7585	2923
party	1	0	0	1	0.8729	771
passage	4	0	0	1	0.7404	3478
passbook	2	0	0	1	0.8041	148
passenger	5	0	0	1	0.6972	3966
